Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator
24,0,Travel Rarely,1176,Operations,11,1,Medical,3,Female,150,1,2,Process Engineer,2,Single,2500000,10000,1,No,4.12,1,2,0,0,5,2,0.0,0.0,-0.5,0.0,-0.5,0.0,5.0,0.0
33,1,Non-Travel,1170,R&D,10,2,Business,3,Male,150,1,3,Data Scientist,1,Married,12294078,10000,1,No,2.09,1,3,2,9,3,1,3.2,0.5,0.1,0.5,0.028,0.118,0.289,0.118
35,0,Non-Travel,154,Finance,4,1,Business,2,Female,24,1,5,Senior Analyst,4,Divorced,25000000,2817,2,No,1.14,3,3,0,12,1,1,3.0,0.5,0.2,2.5,0.047,0.124,0.075,0.62
48,0,Travel Rarely,1014,HR,14,3,Business,3,Male,133,1,4,Chief People Officer,3,Single,22624821,10000,2,No,1.74,3,1,2,6,2,2,2.1,0.5,0.1,1.3,0.032,0.161,0.257,0.432
49,0,Travel Frequently,155,Sales,2,3,Other,3,Female,31,3,5,VP Sales,4,Single,25000000,3328,3,No,3.36,3,3,2,16,3,4,0.5,0.5,0.0,0.5,0.0,0.333,0.175,0.333
43,0,Travel Rarely,210,Finance,7,3,Life Sciences,2,Female,32,3,2,Financial Manager,4,Divorced,25000000,4639,1,Yes,3.27,3,3,2,17,2,3,5.5,0.5,0.6,3.4,0.091,0.077,0.109,0.514
41,0,Travel Frequently,484,Sales,1,3,Medical,1,Female,54,2,2,Sales Executive,2,Married,14930346,9671,1,No,2.72,3,3,1,4,3,2,4.1,1.9,0.0,0.5,0.002,0.369,0.589,0.098
50,0,Non-Travel,883,R&D,8,3,Business,3,Female,109,3,3,Technical Architect,3,Married,25000000,10000,2,No,1.9,3,1,0,18,2,2,5.7,1.0,0.1,3.3,0.01,0.142,0.1,0.484
27,0,Non-Travel,514,HR,1,3,Other,2,Male,63,1,4,Chief People Officer,3,Married,25000000,10000,2,No,3.78,2,2,3,22,2,2,10.4,0.5,0.1,1.4,0.006,0.044,0.084,0.126
50,0,Travel Rarely,333,HR,5,3,Other,1,Male,25,2,4,HR Manager,2,Divorced,25000000,6810,1,No,1.31,4,2,3,13,1,3,1.8,1.8,1.3,1.8,0.46,0.64,0.069,0.64
52,0,Travel Rarely,299,HR,11,4,Medical,3,Female,38,2,2,HR Director,4,Divorced,25000000,5984,3,No,3.35,3,3,0,30,2,3,1.9,1.1,0.7,1.9,0.249,0.38,0.064,0.656
52,0,Non-Travel,205,Finance,8,4,Medical,3,Male,23,2,2,Analyst,4,Married,15833333,4352,2,No,3.63,4,2,1,0,3,1,0.0,0.0,-0.5,0.0,-0.5,0.0,3.0,0.0
22,0,Non-Travel,136,HR,12,1,Business,3,Male,24,3,1,Recruiter,4,Single,12974437,3219,2,No,2.23,3,1,1,3,1,4,3.8,3.8,1.4,1.3,0.283,0.792,0.208,0.264
41,0,Travel Rarely,545,Sales,4,4,Life Sciences,4,Female,71,1,2,Account Manager,3,Married,25000000,10000,1,Yes,0.6,2,4,1,24,2,4,9.7,2.6,1.3,3.3,0.125,0.243,0.079,0.313
30,0,Non-Travel,314,Sales,18,3,Life Sciences,2,Female,36,1,3,Regional Director,1,Divorced,14298898,6654,1,No,3.02,1,4,2,11,1,2,9.7,8.2,1.0,1.8,0.091,0.772,0.081,0.166
52,0,Travel Frequently,437,Operations,5,1,Other,4,Female,50,2,1,Director of Ops,3,Single,14166666,9172,3,Yes,2.09,4,2,1,0,5,1,0.0,0.0,-0.5,0.0,-0.5,0.0,5.0,0.0
51,0,Travel Rarely,788,Sales,27,1,Business,1,Male,99,1,1,Regional Director,3,Married,25000000,10000,1,Yes,2.11,4,2,0,19,3,1,6.7,3.1,0.4,2.0,0.055,0.4,0.147,0.262
61,0,Travel Rarely,1215,Sales,16,5,Other,4,Male,150,3,2,Sales Manager,2,Divorced,23195115,10000,2,No,2.56,3,2,0,12,0,2,1.5,1.5,1.0,0.5,0.406,0.604,0.0,0.198
39,0,Travel Rarely,213,Sales,2,2,Other,3,Male,22,2,5,Sales Executive,3,Single,25000000,4171,1,No,1.86,3,4,1,7,1,1,7.6,1.3,0.1,3.9,0.013,0.153,0.116,0.458
52,0,Travel Rarely,998,Finance,6,2,Other,4,Male,118,3,1,Financial Manager,3,Single,23940346,10000,1,Yes,5.51,3,2,0,14,4,1,2.0,1.0,0.9,0.5,0.29,0.332,0.254,0.164
39,0,Travel Rarely,1259,Sales,4,2,Medical,2,Male,150,2,3,VP Sales,1,Single,25000000,10000,2,No,4.1,3,3,2,18,1,2,3.4,1.7,0.7,0.5,0.162,0.376,0.051,0.113
49,0,Travel Rarely,614,R&D,13,2,Technical Degree,4,Female,85,4,4,Software Engineer,2,Single,25000000,10000,1,No,0.86,4,3,1,8,4,2,2.6,2.6,0.5,1.6,0.149,0.726,0.406,0.435
27,0,Travel Rarely,1221,Finance,8,4,Life Sciences,2,Male,150,3,2,Financial Manager,2,Divorced,25000000,10000,2,No,1.82,3,1,1,18,3,1,9.5,5.6,0.2,9.4,0.021,0.534,0.157,0.893
52,0,Non-Travel,400,Sales,2,1,Technical Degree,3,Female,52,3,4,Sales Manager,1,Divorced,25000000,8726,2,Yes,1.82,4,3,2,13,1,2,1.6,1.6,0.5,1.6,0.177,0.617,0.067,0.617
39,0,Non-Travel,284,Finance,7,4,Technical Degree,3,Male,34,2,2,CFO,1,Single,25000000,5591,1,No,2.39,3,2,0,26,4,1,16.3,7.7,0.1,1.1,0.008,0.443,0.146,0.063
39,0,Non-Travel,163,R&D,1,2,Medical,3,Male,22,2,2,Technical Architect,3,Married,25000000,3039,4,No,2.33,3,3,0,20,4,3,4.5,4.5,0.4,4.5,0.065,0.819,0.185,0.819
29,0,Travel Frequently,372,R&D,1,3,Life Sciences,1,Female,49,4,2,Technical Architect,3,Divorced,22003572,7853,1,Yes,4.0,2,1,0,16,1,1,7.3,1.3,0.1,2.9,0.017,0.154,0.058,0.349
62,0,Travel Rarely,154,R&D,17,2,Medical,4,Female,30,4,2,Data Scientist,2,Divorced,20911510,3382,3,No,3.6,3,2,0,10,1,1,10.1,1.3,0.0,1.5,0.0,0.115,0.09,0.14
22,0,Non-Travel,1123,R&D,30,1,Medical,2,Female,139,3,3,Product Manager,4,Single,25000000,10000,1,No,4.38,4,4,3,11,2,1,2.3,2.3,0.2,0.5,0.056,0.694,0.162,0.153
27,0,Travel Rarely,441,Operations,13,2,Life Sciences,4,Male,55,2,3,VP Operations,2,Divorced,25000000,9665,2,No,3.72,4,2,2,15,2,4,3.2,1.5,1.2,0.7,0.278,0.369,0.119,0.179
55,0,Travel Rarely,423,Sales,8,3,Medical,3,Male,42,2,4,VP Sales,1,Single,25000000,8753,1,Yes,3.92,3,4,1,23,1,1,15.5,1.1,0.1,1.3,0.008,0.069,0.042,0.08
44,0,Travel Rarely,483,R&D,5,3,Medical,4,Male,59,3,1,Software Engineer,1,Single,24772876,10000,1,No,3.35,3,1,2,15,3,1,2.7,0.5,0.0,1.1,0.012,0.136,0.181,0.288
24,0,Travel Rarely,780,HR,5,5,Business,3,Male,98,4,2,HR Manager,4,Single,11017933,10000,3,Yes,3.88,3,2,1,0,5,2,0.2,0.2,-0.3,0.2,-0.266,0.156,4.221,0.156
44,0,Non-Travel,461,Operations,6,3,Medical,2,Male,74,3,3,Operations Manager,1,Single,25000000,9828,1,No,1.69,3,2,1,30,4,2,3.9,0.5,0.2,2.0,0.037,0.101,0.129,0.404
25,0,Travel Rarely,406,Finance,28,3,Medical,2,Female,48,3,2,Controller,1,Divorced,20331606,8691,1,No,3.15,3,4,0,9,3,2,3.3,3.1,0.1,3.3,0.025,0.738,0.286,0.765
27,0,Travel Rarely,643,Operations,19,3,Medical,3,Male,83,3,4,Director of Ops,1,Single,25000000,10000,1,No,2.4,3,4,0,16,4,1,7.6,0.5,0.1,5.2,0.01,0.058,0.226,0.6
29,0,Travel Rarely,213,Operations,17,2,Business,4,Female,24,2,2,Process Engineer,4,Married,9494996,4493,2,No,4.47,1,3,1,8,3,3,2.9,1.0,0.4,1.3,0.103,0.248,0.311,0.326
43,0,Non-Travel,412,HR,7,4,Medical,1,Female,63,2,5,HR Specialist,4,Single,25000000,8890,1,No,1.86,3,1,1,17,1,3,2.8,0.5,0.0,0.5,0.003,0.13,0.053,0.13
57,0,Non-Travel,475,Sales,10,3,Technical Degree,3,Female,58,1,2,Sales Executive,2,Married,25000000,10000,3,No,2.93,3,2,2,18,1,2,8.5,0.5,0.1,0.5,0.006,0.053,0.052,0.053
47,0,Non-Travel,931,Operations,15,3,Other,2,Male,113,1,1,Process Engineer,3,Married,25000000,10000,1,No,2.84,3,3,1,17,4,2,5.9,5.6,1.1,3.3,0.154,0.815,0.211,0.484
38,0,Non-Travel,217,Operations,11,3,Technical Degree,3,Male,33,3,1,Process Engineer,3,Married,21707826,4270,2,No,1.58,4,2,1,7,0,4,7.5,2.0,0.8,0.5,0.092,0.235,0.0,0.059
22,0,Travel Rarely,340,R&D,8,3,Medical,2,Male,47,2,1,Research Lead,3,Divorced,18785526,7650,2,No,5.59,3,2,1,9,2,1,0.9,0.8,0.1,0.9,0.027,0.418,0.188,0.462
36,0,Non-Travel,317,Finance,8,4,Life Sciences,4,Female,31,1,2,CFO,2,Divorced,19727388,6728,2,Yes,0.0,3,3,2,8,0,4,2.7,2.7,0.9,1.9,0.242,0.728,0.0,0.526
53,0,Non-Travel,558,Finance,20,2,Medical,3,Female,70,1,1,Controller,1,Single,25000000,10000,1,No,1.65,3,2,3,19,3,2,3.8,0.5,0.1,3.8,0.02,0.104,0.144,0.793
37,0,Non-Travel,397,Operations,1,4,Life Sciences,3,Male,45,4,5,Director of Ops,2,Married,25000000,8117,2,No,0.52,3,4,0,17,2,2,9.4,1.5,0.6,6.7,0.059,0.142,0.106,0.646
39,0,Non-Travel,196,Operations,21,3,Technical Degree,3,Female,25,3,4,Operations Manager,4,Single,25000000,4092,1,No,2.68,4,1,2,18,3,3,0.5,0.5,0.0,0.5,0.0,0.333,0.152,0.333
40,0,Travel Frequently,226,R&D,5,3,Other,4,Male,33,4,1,Product Manager,3,Divorced,9166666,4537,1,Yes,0.0,3,3,2,0,4,1,0.0,0.0,-0.5,0.0,-0.5,0.0,4.0,0.0
23,0,Travel Rarely,339,Operations,12,2,Business,3,Male,43,3,2,VP Operations,3,Married,10833333,7124,1,Yes,1.03,3,3,2,0,0,3,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.0
49,0,Travel Frequently,418,HR,4,4,Medical,2,Male,55,2,1,HR Specialist,2,Married,25000000,8943,2,No,2.26,3,2,0,16,5,3,0.5,0.5,0.0,0.5,0.0,0.333,0.285,0.333
42,0,Travel Frequently,460,Sales,13,1,Business,4,Male,52,3,2,Sales Manager,3,Single,25000000,9126,2,No,1.21,4,2,0,21,2,3,8.7,1.0,0.1,3.9,0.013,0.107,0.088,0.401
22,0,Travel Rarely,309,R&D,8,2,Medical,4,Male,37,1,2,Technical Architect,4,Divorced,25000000,6175,1,Yes,1.69,4,4,1,11,4,3,4.8,4.8,2.0,0.5,0.349,0.829,0.324,0.086
39,0,Travel Frequently,218,HR,21,3,Life Sciences,2,Male,36,2,3,Chief People Officer,2,Married,23852491,4962,1,No,3.52,3,2,2,10,2,4,0.8,0.5,0.1,0.5,0.036,0.273,0.168,0.273
47,0,Non-Travel,444,Sales,30,1,Technical Degree,1,Male,71,4,2,Sales Manager,3,Married,25000000,9422,1,Yes,1.23,3,2,3,16,0,3,12.7,3.2,1.9,7.3,0.136,0.23,0.0,0.532
22,0,Travel Rarely,545,Sales,12,3,Business,3,Female,75,3,1,VP Sales,4,Married,15075228,10000,2,No,2.05,3,4,1,5,2,2,5.9,0.5,0.2,5.9,0.026,0.072,0.289,0.855
57,0,Non-Travel,771,Finance,1,4,Other,4,Male,87,2,1,Analyst,3,Single,25000000,10000,1,No,3.4,3,2,1,22,0,3,1.3,1.3,0.0,0.5,0.009,0.556,0.0,0.222
45,0,Travel Rarely,453,R&D,30,3,Business,3,Male,54,4,3,Data Scientist,2,Divorced,25000000,9356,1,Yes,3.99,3,2,0,26,2,1,9.1,0.5,0.1,5.7,0.013,0.049,0.072,0.564
30,0,Travel Frequently,478,Finance,10,4,Technical Degree,4,Male,56,2,2,Senior Analyst,1,Married,19164224,9806,2,No,4.79,3,3,0,8,3,4,3.6,0.5,0.9,3.6,0.198,0.11,0.322,0.781
37,0,Non-Travel,358,Operations,2,3,Technical Degree,2,Male,51,3,2,VP Operations,1,Single,18931690,7745,1,Yes,3.79,3,3,0,8,1,1,6.4,0.7,0.0,0.5,0.002,0.1,0.11,0.068
41,0,Non-Travel,981,Operations,6,3,Technical Degree,3,Female,134,2,4,Process Engineer,3,Single,25000000,10000,4,No,2.03,3,4,0,14,3,1,8.6,8.5,5.4,0.8,0.559,0.88,0.193,0.085
40,0,Non-Travel,830,Finance,17,1,Life Sciences,1,Female,105,4,3,CFO,2,Single,18232575,10000,2,No,2.34,2,2,3,10,4,2,8.8,8.8,6.0,0.5,0.61,0.898,0.353,0.055
52,0,Non-Travel,717,R&D,13,3,Technical Degree,3,Female,86,4,2,Product Manager,3,Married,22740050,10000,3,Yes,2.09,3,3,0,11,2,2,8.4,8.4,1.1,5.1,0.122,0.893,0.155,0.541
22,0,Travel Rarely,325,Sales,15,1,Technical Degree,4,Male,49,2,3,Regional Director,2,Divorced,25000000,6815,5,No,0.0,3,3,1,20,3,1,1.3,1.3,0.7,1.3,0.286,0.572,0.142,0.572
65,0,Travel Frequently,364,HR,17,3,Medical,4,Male,32,3,3,HR Specialist,2,Married,15168885,7567,1,Yes,1.41,2,3,2,7,1,2,7.3,1.9,0.1,7.3,0.015,0.227,0.121,0.879
24,0,Travel Rarely,1156,HR,30,3,Life Sciences,3,Male,149,2,3,Chief People Officer,1,Married,25000000,10000,1,No,1.23,3,1,0,15,4,1,1.7,1.7,0.0,1.6,0.002,0.628,0.238,0.594
34,0,Non-Travel,1230,Operations,11,3,Life Sciences,2,Male,150,1,2,Operations Specialist,4,Divorced,25000000,10000,1,Yes,1.84,3,3,1,20,2,1,5.8,2.9,0.1,0.5,0.018,0.428,0.093,0.073
22,0,Non-Travel,595,HR,7,2,Life Sciences,2,Male,71,2,1,Chief People Officer,3,Divorced,25000000,10000,1,No,3.12,4,4,0,13,3,2,10.4,7.0,1.5,5.1,0.135,0.616,0.206,0.449
45,0,Travel Rarely,984,Finance,12,4,Business,2,Female,120,1,1,Analyst,4,Married,24380976,10000,2,No,3.31,3,3,0,15,3,3,2.1,0.5,0.0,0.9,0.01,0.161,0.185,0.294
40,1,Non-Travel,263,R&D,8,4,Life Sciences,4,Female,33,2,3,Technical Architect,4,Divorced,13916163,5611,1,No,0.88,3,3,0,0,3,2,1.0,1.0,0.5,1.0,0.25,0.5,1.5,0.5
43,0,Non-Travel,355,HR,5,3,Medical,3,Female,36,3,2,HR Specialist,1,Married,15833333,7511,1,No,2.16,4,2,0,0,6,2,0.0,0.0,-0.5,0.0,-0.5,0.0,6.0,0.0
22,0,Travel Rarely,295,Operations,4,1,Medical,4,Male,30,3,2,Process Engineer,2,Single,25000000,5754,1,No,4.04,2,4,2,20,2,3,20.1,2.3,0.0,0.5,0.002,0.107,0.095,0.024
22,0,Travel Frequently,236,Sales,14,1,Medical,1,Female,34,1,2,Sales Executive,1,Divorced,25000000,4186,1,No,1.24,4,2,1,30,2,3,0.5,0.5,0.0,0.5,0.0,0.333,0.063,0.333
34,0,Travel Frequently,859,HR,1,4,Medical,4,Male,112,2,3,Chief People Officer,1,Single,21393029,10000,1,No,3.68,2,4,0,13,5,1,2.4,0.7,0.1,2.4,0.015,0.207,0.345,0.707
28,0,Travel Frequently,390,HR,22,3,Business,3,Female,60,1,1,Recruiter,2,Married,6412390,8063,2,No,4.1,2,3,3,2,1,2,2.2,0.5,0.1,1.4,0.043,0.154,0.308,0.432
24,0,Travel Frequently,1129,HR,26,1,Medical,2,Male,136,1,1,Recruiter,4,Divorced,18088626,10000,2,No,3.47,1,2,1,18,6,2,5.6,0.5,0.0,2.4,0.002,0.076,0.301,0.37
44,0,Non-Travel,449,HR,19,3,Other,4,Male,49,1,1,HR Director,3,Divorced,25000000,9904,1,No,1.37,4,3,2,22,4,2,4.3,0.7,0.2,4.3,0.042,0.132,0.171,0.81
37,0,Travel Frequently,452,Operations,17,2,Business,1,Female,47,2,3,VP Operations,2,Divorced,25000000,9353,1,No,2.32,3,3,0,14,4,3,7.7,0.5,0.1,3.7,0.015,0.057,0.262,0.424
51,0,Non-Travel,244,Sales,4,5,Life Sciences,3,Female,23,4,1,Regional Director,3,Divorced,25000000,5188,2,No,3.13,3,4,1,16,4,2,7.4,0.5,0.0,4.5,0.002,0.059,0.234,0.533
46,0,Travel Rarely,515,HR,9,4,Medical,3,Male,63,3,3,HR Manager,3,Single,25000000,10000,1,No,4.13,3,3,2,20,5,1,13.4,13.4,0.6,5.4,0.04,0.93,0.234,0.374
28,0,Travel Frequently,597,Finance,6,2,Medical,1,Female,74,2,3,Senior Analyst,3,Divorced,25000000,10000,2,Yes,1.53,3,3,1,17,2,3,8.9,6.6,0.2,1.2,0.02,0.659,0.109,0.124
36,0,Travel Frequently,144,HR,3,1,Medical,2,Female,22,2,3,Recruiter,4,Divorced,16061543,3053,2,Yes,4.86,3,3,2,3,3,1,2.0,2.0,0.8,1.2,0.248,0.671,0.724,0.381
40,0,Non-Travel,763,Operations,26,3,Business,4,Female,95,2,3,VP Operations,3,Divorced,25000000,10000,3,Yes,2.19,3,2,0,12,2,3,7.8,2.9,0.0,0.7,0.001,0.332,0.147,0.074
37,0,Travel Rarely,312,Finance,12,1,Life Sciences,2,Male,34,4,1,Analyst,4,Divorced,25000000,6662,1,No,3.69,4,1,0,14,5,1,8.3,0.5,0.0,0.7,0.003,0.055,0.314,0.077
27,0,Travel Rarely,330,HR,7,1,Business,3,Male,40,2,2,HR Director,2,Single,22746396,7035,2,No,2.4,3,1,1,11,3,4,2.4,1.0,0.2,0.5,0.053,0.304,0.232,0.145
57,0,Travel Frequently,1183,HR,5,3,Life Sciences,3,Female,136,3,2,HR Specialist,2,Single,25000000,10000,2,No,1.75,4,3,2,14,0,2,3.2,1.0,0.1,1.3,0.034,0.243,0.0,0.317
47,0,Travel Rarely,244,Operations,3,1,Life Sciences,3,Female,27,2,3,Process Engineer,3,Divorced,20345693,5235,4,No,4.67,3,2,1,7,3,2,0.5,0.5,0.0,0.5,0.0,0.333,0.356,0.333
62,0,Travel Frequently,582,HR,6,4,Technical Degree,2,Male,85,2,2,HR Director,3,Married,25000000,10000,3,No,2.48,3,3,0,19,1,2,1.9,1.9,0.3,1.9,0.095,0.651,0.048,0.651
53,0,Non-Travel,436,Finance,11,4,Technical Degree,2,Female,61,2,4,CFO,3,Single,14097795,9405,1,Yes,3.31,1,4,2,8,2,3,0.8,0.8,0.3,0.8,0.188,0.459,0.216,0.459
52,0,Non-Travel,342,R&D,5,2,Medical,4,Male,47,1,1,Technical Architect,4,Divorced,15975682,7258,4,No,3.5,3,3,2,6,2,2,1.7,0.5,0.1,1.7,0.037,0.186,0.256,0.627
22,0,Travel Frequently,1226,Operations,5,2,Business,3,Male,150,3,1,Operations Manager,4,Married,19402360,10000,1,No,5.58,3,4,0,10,3,4,10.2,1.7,0.0,4.3,0.004,0.156,0.267,0.386
32,0,Travel Rarely,223,Sales,1,5,Other,4,Female,38,2,4,Regional Director,3,Married,25000000,4413,4,No,3.42,3,1,2,9,6,2,0.7,0.7,0.2,0.7,0.127,0.418,0.587,0.418
38,0,Non-Travel,257,Operations,2,2,Technical Degree,1,Male,32,3,3,Operations Specialist,4,Married,12496240,5259,1,No,3.04,2,1,3,4,4,2,3.4,1.7,0.3,1.1,0.07,0.378,0.717,0.259
44,0,Non-Travel,1205,Sales,8,4,Other,4,Male,150,2,2,Regional Director,1,Divorced,15920773,10000,2,No,2.21,3,2,0,5,0,2,5.1,5.1,0.3,0.5,0.05,0.836,0.0,0.082
40,0,Travel Frequently,296,R&D,21,4,Medical,1,Female,31,2,3,Software Engineer,3,Married,25000000,6101,1,Yes,1.58,3,3,2,17,1,4,1.3,0.6,0.4,1.3,0.187,0.253,0.053,0.573
22,0,Non-Travel,1105,Operations,8,3,Technical Degree,3,Female,136,3,4,Process Engineer,3,Divorced,25000000,10000,2,Yes,3.29,4,4,1,10,2,3,4.1,0.5,0.3,2.3,0.063,0.099,0.173,0.447
35,0,Travel Rarely,282,R&D,1,3,Business,3,Female,32,3,3,Data Scientist,4,Divorced,25000000,5890,3,No,4.32,3,2,0,13,3,2,7.2,0.5,0.1,0.5,0.008,0.061,0.206,0.061
57,0,Travel Rarely,443,R&D,12,3,Technical Degree,3,Female,58,3,3,Research Lead,3,Divorced,12916666,9565,1,No,3.39,3,2,0,0,5,1,0.0,0.0,-0.5,0.0,-0.5,0.0,5.0,0.0
35,0,Travel Rarely,201,R&D,6,3,Medical,2,Female,33,1,1,Software Engineer,2,Married,20032606,4155,3,No,2.52,3,3,2,10,2,1,10.3,0.6,0.2,4.4,0.017,0.055,0.169,0.386
30,0,Travel Frequently,244,Finance,10,3,Technical Degree,4,Male,24,1,3,Senior Analyst,4,Single,24688250,5331,1,No,2.64,3,4,3,11,2,4,1.0,0.9,0.5,1.0,0.247,0.453,0.157,0.498
34,0,Non-Travel,1146,R&D,7,4,Medical,2,Male,147,2,2,Data Scientist,3,Married,10833333,10000,1,No,3.27,3,2,0,0,0,4,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.0
50,0,Travel Rarely,261,Sales,1,3,Technical Degree,1,Female,34,4,2,VP Sales,4,Divorced,24628670,5784,1,Yes,3.1,3,2,0,13,0,3,0.8,0.8,0.0,0.8,0.022,0.449,0.0,0.446
48,0,Non-Travel,622,Operations,1,3,Business,2,Female,75,2,2,Operations Manager,2,Divorced,23134905,10000,2,Yes,3.23,3,4,1,12,1,2,0.8,0.8,0.3,0.5,0.159,0.439,0.075,0.28
32,0,Non-Travel,306,HR,6,3,Business,3,Female,42,3,2,HR Director,4,Married,15277412,7057,5,No,3.15,2,3,2,9,4,3,9.4,1.0,0.3,0.5,0.025,0.097,0.383,0.048
36,0,Non-Travel,243,R&D,7,2,Life Sciences,3,Male,30,3,4,Product Manager,4,Divorced,20833333,4944,2,Yes,1.29,4,2,3,0,1,4,0.0,0.0,-0.5,0.0,-0.5,0.0,1.0,0.0
22,0,Non-Travel,279,HR,8,1,Business,2,Female,36,3,4,HR Specialist,4,Single,25000000,6125,1,No,3.13,3,4,2,25,1,3,16.7,10.9,0.7,2.3,0.04,0.616,0.037,0.132
38,0,Non-Travel,405,R&D,18,1,Medical,2,Female,49,4,4,Software Engineer,2,Divorced,25000000,8807,1,No,2.16,4,4,0,9,3,4,9.5,5.4,2.7,3.0,0.256,0.509,0.284,0.282
36,0,Non-Travel,336,R&D,11,3,Other,1,Female,36,1,4,Software Engineer,1,Married,25000000,6869,2,Yes,3.74,3,3,1,12,3,4,10.5,8.9,2.9,3.8,0.251,0.777,0.221,0.336
30,0,Non-Travel,274,Finance,10,1,Life Sciences,2,Male,41,3,2,CFO,3,Married,21346249,5450,2,No,2.54,3,1,2,10,0,3,4.6,0.7,0.4,4.1,0.076,0.126,0.0,0.733
35,0,Non-Travel,216,Sales,11,1,Other,2,Male,37,1,3,Account Manager,2,Single,25000000,4339,1,No,1.86,3,3,1,13,1,4,1.2,0.8,0.2,1.2,0.108,0.37,0.068,0.537
51,0,Travel Frequently,429,Sales,30,3,Medical,4,Female,42,2,1,Sales Manager,1,Married,25000000,9214,2,No,3.31,3,3,1,21,3,1,2.4,1.0,0.3,2.4,0.099,0.301,0.135,0.703
24,0,Travel Frequently,844,Finance,3,4,Other,2,Male,105,3,1,Senior Analyst,3,Single,4166666,10000,1,No,3.0,2,3,1,0,3,3,0.0,0.0,-0.5,0.0,-0.5,0.0,3.0,0.0
34,1,Non-Travel,924,R&D,30,4,Other,3,Female,109,2,3,Product Manager,3,Divorced,25000000,10000,1,No,2.66,4,1,2,24,4,4,1.8,0.7,1.0,1.8,0.377,0.235,0.16,0.64
48,0,Travel Frequently,585,R&D,13,4,Medical,4,Female,66,4,1,Research Lead,4,Married,24950927,10000,2,No,3.77,4,4,0,10,2,4,2.5,0.5,0.4,0.9,0.102,0.142,0.17,0.245
48,0,Travel Rarely,411,R&D,12,2,Medical,2,Female,44,3,4,Technical Architect,3,Married,22454226,8569,1,No,2.21,3,3,0,6,6,3,6.6,2.0,1.7,4.4,0.229,0.268,0.787,0.578
40,0,Non-Travel,868,Sales,18,2,Life Sciences,4,Female,103,3,5,Sales Executive,3,Married,25000000,10000,2,Yes,4.23,3,3,1,8,2,2,8.3,4.5,0.3,5.3,0.031,0.489,0.21,0.572
46,0,Travel Rarely,1040,HR,14,1,Business,2,Female,132,3,2,HR Manager,1,Single,15833333,10000,1,Yes,3.02,4,3,2,0,1,2,0.0,0.0,-0.5,0.0,-0.5,0.0,1.0,0.0
44,0,Travel Frequently,505,Operations,10,2,Technical Degree,1,Female,63,2,2,Operations Specialist,3,Divorced,11350486,10000,3,Yes,1.8,3,3,0,0,1,3,0.5,0.5,0.0,0.5,0.011,0.341,0.659,0.341
49,0,Travel Frequently,646,R&D,6,2,Other,3,Male,75,4,1,Software Engineer,4,Single,17260663,10000,1,No,1.91,2,4,0,13,3,1,4.3,3.5,2.0,0.5,0.368,0.65,0.213,0.094
52,0,Non-Travel,1236,Operations,28,3,Other,2,Female,150,1,3,Operations Manager,2,Married,25000000,10000,1,No,2.33,3,4,0,14,5,4,1.1,0.5,0.6,1.1,0.298,0.234,0.331,0.532
40,0,Travel Frequently,785,Sales,1,2,Business,3,Male,102,1,5,Sales Manager,1,Single,25000000,10000,2,No,4.52,4,2,1,24,0,3,0.5,0.5,0.0,0.5,0.0,0.333,0.0,0.333
24,0,Travel Frequently,505,HR,2,3,Medical,4,Female,63,3,3,Recruiter,4,Married,25000000,10000,2,Yes,1.47,4,3,0,30,2,3,1.1,1.1,0.1,1.1,0.069,0.53,0.063,0.53
51,0,Non-Travel,276,Operations,5,1,Technical Degree,2,Male,31,2,4,VP Operations,3,Single,25000000,5515,2,Yes,2.64,3,2,3,11,2,4,9.8,8.1,1.5,1.0,0.14,0.752,0.164,0.095
44,0,Non-Travel,180,Finance,2,3,Medical,4,Male,24,3,3,Senior Analyst,2,Single,21223607,3402,1,Yes,3.23,3,4,1,8,5,2,3.2,1.7,0.2,2.2,0.05,0.402,0.537,0.516
57,0,Non-Travel,230,Operations,21,3,Medical,1,Male,31,3,2,VP Operations,1,Married,25000000,4672,3,No,2.14,3,2,0,19,3,3,0.5,0.5,0.0,0.5,0.0,0.333,0.15,0.333
24,0,Travel Rarely,452,Sales,10,4,Other,4,Male,49,2,2,Account Manager,1,Divorced,11081851,9503,1,No,2.09,3,2,2,0,1,2,0.2,0.2,-0.3,0.2,-0.201,0.199,0.801,0.199
22,0,Travel Frequently,239,Operations,17,1,Technical Degree,1,Male,24,2,3,Director of Ops,3,Divorced,23067652,4850,2,Yes,4.1,2,1,0,15,1,3,0.8,0.8,0.3,0.8,0.184,0.456,0.062,0.456
